Candidate,year,Ideology,Lower,Upper
Glenn Thompson,2011,1.508,1.351,1.665
Glenn Thompson,2012,1.464,1.331,1.593
Glenn Thompson,2013,1.355,1.183,1.529
Glenn Thompson,2014,1.266,1.126,1.41
Glenn Thompson,2015,1.195,1.039,1.34
Glenn Thompson,2016,1.216,1.078,1.349
Glenn Thompson,2017,1.394,1.224,1.576
Glenn Thompson,2018,1.482,1.344,1.619
Glenn Thompson,2019,1.598,1.421,1.777
Glenn Thompson,2020,1.7,1.559,1.843
Glenn Thompson,2021,1.695,1.542,1.841
Glenn Thompson,2022,1.732,1.594,1.868
Glenn Thompson,2023,1.663,1.5,1.82
Glenn Thompson,2024,1.689,1.532,1.841
Scott DesJarlais,2010,1.594,1.389,1.804
Scott DesJarlais,2011,1.592,1.414,1.767
Scott DesJarlais,2012,1.633,1.511,1.757
Scott DesJarlais,2013,1.598,1.422,1.767
Scott DesJarlais,2014,1.643,1.48,1.804
Scott DesJarlais,2015,1.643,1.463,1.824
Scott DesJarlais,2016,1.63,1.46,1.8
Scott DesJarlais,2017,1.697,1.516,1.878
Scott DesJarlais,2018,1.739,1.578,1.899
Scott DesJarlais,2019,1.895,1.69,2.106
Scott DesJarlais,2020,2.027,1.861,2.198
Scott DesJarlais,2021,2.012,1.843,2.186
Scott DesJarlais,2022,1.999,1.834,2.168
Scott DesJarlais,2023,1.985,1.803,2.165
Scott DesJarlais,2024,1.981,1.813,2.16
Mary Headrick,2012,-1.267,-1.487,-1.038
Mary Headrick,2013,-1.347,-1.592,-1.099
Mary Headrick,2014,-1.425,-1.632,-1.218
Charles J. Fleischmann,2010,1.293,1.088,1.495
Charles J. Fleischmann,2011,1.368,1.19,1.544
Charles J. Fleischmann,2012,1.436,1.307,1.57
Charles J. Fleischmann,2013,1.478,1.316,1.642
Charles J. Fleischmann,2014,1.482,1.337,1.627
Charles J. Fleischmann,2015,1.42,1.254,1.591
Charles J. Fleischmann,2016,1.38,1.227,1.526
Charles J. Fleischmann,2017,1.44,1.251,1.631
Charles J. Fleischmann,2018,1.524,1.352,1.69
Charles J. Fleischmann,2019,1.677,1.487,1.874
Charles J. Fleischmann,2020,1.731,1.584,1.881
Charles J. Fleischmann,2021,1.713,1.544,1.883
Charles J. Fleischmann,2022,1.698,1.535,1.861
Charles J. Fleischmann,2023,1.703,1.526,1.877
Charles J. Fleischmann,2024,1.812,1.653,1.98
Lincoln Davis,2010,-0.614,-0.831,-0.406
Lincoln Davis,2011,-0.627,-0.885,-0.371
Lincoln Davis,2012,-0.639,-0.914,-0.369
Vern Buchanan,2010,1.367,1.233,1.496
Vern Buchanan,2011,1.443,1.3,1.585
Vern Buchanan,2012,1.467,1.366,1.57
Vern Buchanan,2013,1.409,1.259,1.56
Vern Buchanan,2014,1.338,1.224,1.454
Vern Buchanan,2015,1.367,1.222,1.514
Vern Buchanan,2016,1.367,1.237,1.491
Vern Buchanan,2017,1.341,1.146,1.513
Vern Buchanan,2018,1.497,1.35,1.646
Vern Buchanan,2019,1.626,1.45,1.805
Vern Buchanan,2020,1.725,1.588,1.872
Vern Buchanan,2021,1.7,1.546,1.86
Vern Buchanan,2022,1.585,1.437,1.73
Vern Buchanan,2023,1.515,1.345,1.674
Vern Buchanan,2024,1.494,1.334,1.649
Rick Larsen,2010,-1.944,-2.097,-1.796
Rick Larsen,2011,-1.884,-2.044,-1.729
Rick Larsen,2012,-1.775,-1.9,-1.651
Rick Larsen,2013,-1.796,-1.955,-1.629
Rick Larsen,2014,-1.87,-2.015,-1.723
Rick Larsen,2015,-1.855,-2.033,-1.678
Rick Larsen,2016,-1.837,-2.006,-1.665
Rick Larsen,2017,-1.914,-2.099,-1.741
Rick Larsen,2018,-1.914,-2.065,-1.762
Rick Larsen,2019,-1.92,-2.083,-1.76
Rick Larsen,2020,-1.972,-2.126,-1.819
Rick Larsen,2021,-1.98,-2.142,-1.817
Rick Larsen,2022,-1.976,-2.125,-1.825
Rick Larsen,2023,-2.09,-2.282,-1.909
Rick Larsen,2024,-2.143,-2.319,-1.975
Suzan DelBene,2010,-2.05,-2.214,-1.879
Suzan DelBene,2011,-2.111,-2.307,-1.914
Suzan DelBene,2012,-2.172,-2.316,-2.028
Suzan DelBene,2013,-2.217,-2.383,-2.051
Suzan DelBene,2014,-2.257,-2.401,-2.117
Suzan DelBene,2015,-2.23,-2.4,-2.065
Suzan DelBene,2016,-2.191,-2.349,-2.04
Suzan DelBene,2017,-2.183,-2.349,-2.022
Suzan DelBene,2018,-2.202,-2.354,-2.056
Suzan DelBene,2019,-2.28,-2.455,-2.116
Suzan DelBene,2020,-2.304,-2.459,-2.15
Suzan DelBene,2021,-2.336,-2.495,-2.173
Suzan DelBene,2022,-2.371,-2.527,-2.218
Suzan DelBene,2023,-2.447,-2.641,-2.266
Suzan DelBene,2024,-2.489,-2.675,-2.305
John Koster,2010,1.736,1.579,1.893
John Koster,2011,1.748,1.562,1.938
John Koster,2012,1.764,1.604,1.928
Bernie Thompson,2010,-2.631,-2.864,-2.403
Bernie Thompson,2011,-2.617,-2.828,-2.41
Bernie Thompson,2012,-2.592,-2.763,-2.419
Bernie Thompson,2013,-2.536,-2.73,-2.336
Bernie Thompson,2014,-2.486,-2.674,-2.298
Bernie Thompson,2015,-2.525,-2.732,-2.319
Bernie Thompson,2016,-2.564,-2.759,-2.376
Bernie Thompson,2017,-2.566,-2.771,-2.363
Bernie Thompson,2018,-2.572,-2.766,-2.378
Bernie Thompson,2019,-2.503,-2.704,-2.293
Bernie Thompson,2020,-2.511,-2.704,-2.322
Bernie Thompson,2021,-2.498,-2.688,-2.31
Bernie Thompson,2022,-2.518,-2.701,-2.339
Bernie Thompson,2023,-2.511,-2.707,-2.32
Bernie Thompson,2024,-2.516,-2.713,-2.319
Bill Marcy,2010,1.115,0.817,1.412
Bill Marcy,2011,1.102,0.813,1.388
Bill Marcy,2012,1.082,0.831,1.322
Tom Graves,2010,1.579,1.392,1.751
Tom Graves,2011,1.665,1.466,1.851
Tom Graves,2012,1.779,1.63,1.927
Tom Graves,2013,1.721,1.527,1.913
Tom Graves,2014,1.683,1.51,1.856
Tom Graves,2015,1.663,1.477,1.849
Tom Graves,2016,1.658,1.492,1.825
Tom Graves,2017,1.702,1.522,1.893
Tom Graves,2018,1.679,1.516,1.847
Tom Graves,2019,1.796,1.59,2.007
Tom Graves,2020,1.875,1.661,2.103
John L. Mica,2010,1.319,1.191,1.448
John L. Mica,2011,1.253,1.114,1.384
John L. Mica,2012,1.306,1.214,1.4
John L. Mica,2013,1.277,1.14,1.415
John L. Mica,2014,1.231,1.102,1.36
John L. Mica,2015,1.228,1.072,1.392
John L. Mica,2016,1.199,1.055,1.347
Jerrold Nadler,2010,-2.691,-2.884,-2.503
Jerrold Nadler,2011,-2.634,-2.816,-2.452
Jerrold Nadler,2012,-2.59,-2.748,-2.431
Jerrold Nadler,2013,-2.524,-2.725,-2.326
Jerrold Nadler,2014,-2.483,-2.666,-2.302
Jerrold Nadler,2015,-2.311,-2.527,-2.085
Jerrold Nadler,2016,-2.234,-2.404,-2.056
Jerrold Nadler,2017,-2.346,-2.536,-2.157
Jerrold Nadler,2018,-2.383,-2.553,-2.22
Jerrold Nadler,2019,-2.365,-2.546,-2.19
Jerrold Nadler,2020,-2.388,-2.541,-2.236
Jerrold Nadler,2021,-2.343,-2.526,-2.168
Jerrold Nadler,2022,-2.144,-2.279,-2.005
Jerrold Nadler,2023,-2.077,-2.235,-1.904
Jerrold Nadler,2024,-2.343,-2.524,-2.171
Ralph Hall,2010,1.377,1.219,1.532
Ralph Hall,2011,1.437,1.286,1.59
Ralph Hall,2012,1.459,1.318,1.599
Ralph Hall,2013,1.48,1.304,1.653
Ralph Hall,2014,1.466,1.285,1.642
Samuel Johnson,2010,1.778,1.631,1.923
Samuel Johnson,2011,1.724,1.567,1.88
Samuel Johnson,2012,1.719,1.6,1.838
Samuel Johnson,2013,1.689,1.532,1.844
Samuel Johnson,2014,1.657,1.518,1.799
Samuel Johnson,2015,1.633,1.469,1.799
Samuel Johnson,2016,1.6,1.447,1.749
Samuel Johnson,2017,1.573,1.386,1.754
Samuel Johnson,2018,1.611,1.431,1.794
Bill Owens,2010,-1.372,-1.557,-1.187
Bill Owens,2011,-1.352,-1.533,-1.168
Bill Owens,2012,-1.328,-1.479,-1.184
Bill Owens,2013,-1.185,-1.391,-0.96
Bill Owens,2014,-1.075,-1.266,-0.873
Matt Doheny,2010,1.188,0.983,1.398
Matt Doheny,2011,1.211,0.989,1.432
Matt Doheny,2012,1.238,1.044,1.443
Dave Chapman,2010,0.901,0.641,1.169
Dave Chapman,2011,0.828,0.539,1.112
Dave Chapman,2012,0.764,0.487,1.039
Gwen Moore,2010,-2.857,-3.058,-2.655
Gwen Moore,2011,-2.907,-3.094,-2.721
Gwen Moore,2012,-2.917,-3.067,-2.766
Gwen Moore,2013,-2.913,-3.077,-2.743
Gwen Moore,2014,-2.922,-3.081,-2.77
Gwen Moore,2015,-2.874,-3.059,-2.689
Gwen Moore,2016,-2.839,-3.011,-2.669
Gwen Moore,2017,-2.739,-2.945,-2.536
Gwen Moore,2018,-2.633,-2.796,-2.466
Gwen Moore,2019,-2.632,-2.807,-2.458
Gwen Moore,2020,-2.677,-2.834,-2.523
Gwen Moore,2021,-2.676,-2.85,-2.509
Gwen Moore,2022,-2.604,-2.751,-2.454
Gwen Moore,2023,-2.642,-2.811,-2.47
Gwen Moore,2024,-2.666,-2.824,-2.506
Jim Sensenbrenner,2010,2.04,1.889,2.204
Jim Sensenbrenner,2011,1.948,1.794,2.104
Jim Sensenbrenner,2012,1.909,1.794,2.026
Jim Sensenbrenner,2013,1.836,1.663,2.014
Jim Sensenbrenner,2014,1.682,1.545,1.816
Jim Sensenbrenner,2015,1.68,1.52,1.844
Jim Sensenbrenner,2016,1.654,1.514,1.799
Jim Sensenbrenner,2017,1.709,1.544,1.877
Jim Sensenbrenner,2018,1.714,1.554,1.878
Jim Sensenbrenner,2019,1.963,1.73,2.205
Jim Sensenbrenner,2020,2.114,1.92,2.311
Paul Ryan,2010,1.976,1.799,2.142
Paul Ryan,2011,2.071,1.902,2.236
Paul Ryan,2012,2.193,2.07,2.321
Paul Ryan,2013,2.119,1.952,2.295
Paul Ryan,2014,2.011,1.875,2.154
Paul Ryan,2015,1.895,1.713,2.067
Paul Ryan,2016,1.815,1.669,1.961
Paul Ryan,2017,1.82,1.661,1.984
Paul Ryan,2018,1.815,1.648,1.985
Suzanne Bonamici,2012,-2.271,-2.402,-2.14
Suzanne Bonamici,2013,-2.286,-2.439,-2.134
Suzanne Bonamici,2014,-2.262,-2.395,-2.125
Suzanne Bonamici,2015,-2.301,-2.462,-2.141
Suzanne Bonamici,2016,-2.302,-2.447,-2.15
Suzanne Bonamici,2017,-2.355,-2.516,-2.192
Suzanne Bonamici,2018,-2.383,-2.517,-2.257
Suzanne Bonamici,2019,-2.38,-2.532,-2.23
Suzanne Bonamici,2020,-2.346,-2.485,-2.209
Suzanne Bonamici,2021,-2.354,-2.513,-2.206
Suzanne Bonamici,2022,-2.304,-2.437,-2.165
Suzanne Bonamici,2023,-2.355,-2.52,-2.189
Suzanne Bonamici,2024,-2.41,-2.574,-2.248
Scott Garrett,2010,1.699,1.527,1.869
Scott Garrett,2011,1.755,1.574,1.928
Scott Garrett,2012,1.863,1.729,2.001
Scott Garrett,2013,1.898,1.734,2.065
Scott Garrett,2014,1.932,1.784,2.083
Scott Garrett,2015,2.007,1.819,2.2
Scott Garrett,2016,2.065,1.875,2.262
Chris Murphy,2010,-2.176,-2.33,-2.023
Chris Murphy,2011,-2.211,-2.348,-2.064
Chris Murphy,2012,-2.263,-2.336,-2.19
Chris Murphy,2013,-2.229,-2.341,-2.116
Chris Murphy,2014,-2.199,-2.28,-2.118
Chris Murphy,2015,-2.149,-2.269,-2.022
Chris Murphy,2016,-2.197,-2.29,-2.103
Chris Murphy,2017,-2.464,-2.621,-2.312
Chris Murphy,2018,-2.531,-2.63,-2.434
Chris Murphy,2019,-2.575,-2.698,-2.455
Chris Murphy,2020,-2.577,-2.669,-2.487
Chris Murphy,2021,-2.537,-2.646,-2.428
Chris Murphy,2022,-2.481,-2.574,-2.387
Chris Murphy,2023,-2.427,-2.542,-2.311
Chris Murphy,2024,-2.416,-2.51,-2.322
Elizabeth Esty,2012,-1.602,-1.773,-1.428
Elizabeth Esty,2013,-1.855,-2.111,-1.585
Elizabeth Esty,2014,-2.045,-2.2,-1.895
Elizabeth Esty,2015,-2.049,-2.225,-1.875
Elizabeth Esty,2016,-2.048,-2.203,-1.899
Elizabeth Esty,2017,-2.05,-2.238,-1.867
Elizabeth Esty,2018,-2.013,-2.201,-1.821
Howard Berman,2010,-2.104,-2.306,-1.915
Howard Berman,2011,-2.073,-2.279,-1.883
Howard Berman,2012,-1.981,-2.136,-1.827
Brad Sherman,2010,-2.035,-2.212,-1.864
Brad Sherman,2011,-2.035,-2.206,-1.861
Brad Sherman,2012,-2,-2.136,-1.867
Brad Sherman,2013,-2.08,-2.248,-1.916
Brad Sherman,2014,-2.12,-2.272,-1.971
Brad Sherman,2015,-2.037,-2.224,-1.849
Brad Sherman,2016,-2.049,-2.205,-1.891
Brad Sherman,2017,-2.097,-2.274,-1.926
Brad Sherman,2018,-2.098,-2.251,-1.946
Brad Sherman,2019,-2.15,-2.327,-1.976
Brad Sherman,2020,-2.113,-2.274,-1.949
Brad Sherman,2021,-2.132,-2.302,-1.96
Brad Sherman,2022,-2.16,-2.322,-2.001
Brad Sherman,2023,-2.151,-2.336,-1.97
Brad Sherman,2024,-2.169,-2.37,-1.974
Adam Kinzinger,2010,1.652,1.485,1.815
Adam Kinzinger,2011,1.636,1.468,1.813
Adam Kinzinger,2012,1.547,1.41,1.683
Adam Kinzinger,2013,1.331,1.099,1.542
Adam Kinzinger,2014,1.232,1.07,1.393
Adam Kinzinger,2015,1.181,0.997,1.363
Adam Kinzinger,2016,1.143,0.979,1.307
Adam Kinzinger,2017,1.145,0.966,1.329
Adam Kinzinger,2018,1.158,0.999,1.314
Adam Kinzinger,2019,1.151,0.951,1.338
Adam Kinzinger,2020,1.305,1.116,1.505
Adam Kinzinger,2021,0.012,-0.314,0.345
Adam Kinzinger,2022,0.024,-0.341,0.392
Deborah Halvorson,2010,-2.077,-2.268,-1.891
Deborah Halvorson,2011,-1.975,-2.219,-1.715
Deborah Halvorson,2012,-1.875,-2.121,-1.617
Doc Hastings,2010,1.6,1.434,1.772
Doc Hastings,2011,1.551,1.381,1.72
Doc Hastings,2012,1.554,1.42,1.689
Doc Hastings,2013,1.444,1.239,1.634
Doc Hastings,2014,1.379,1.177,1.574
Cynthia Lummis,2010,1.797,1.618,1.968
Cynthia Lummis,2011,1.803,1.641,1.968
Cynthia Lummis,2012,1.808,1.676,1.941
Cynthia Lummis,2013,1.814,1.643,1.978
Cynthia Lummis,2014,1.832,1.68,1.981
Cynthia Lummis,2015,1.869,1.686,2.048
Cynthia Lummis,2016,1.908,1.726,2.093
Cynthia Lummis,2017,1.923,1.694,2.158
Cynthia Lummis,2018,1.935,1.681,2.191
Cynthia Lummis,2019,1.945,1.706,2.188
Cynthia Lummis,2020,1.956,1.756,2.153
Cynthia Lummis,2021,2.024,1.832,2.225
Cynthia Lummis,2022,2.061,1.879,2.26
Cynthia Lummis,2023,1.901,1.675,2.116
Cynthia Lummis,2024,1.779,1.571,1.98
Mike Pence,2010,1.986,1.818,2.165
Mike Pence,2011,1.94,1.768,2.12
Mike Pence,2012,1.931,1.781,2.092
Mike Pence,2013,1.79,1.684,1.897
Mike Pence,2014,1.733,1.67,1.796
Mike Pence,2015,1.873,1.727,2.036
Mike Pence,2016,2.439,2.356,2.523
Marlin Stutzman,2010,1.797,1.616,1.976
Marlin Stutzman,2011,1.845,1.674,2.023
Marlin Stutzman,2012,1.837,1.701,1.975
Marlin Stutzman,2013,1.823,1.663,1.98
Marlin Stutzman,2014,1.802,1.661,1.942
Marlin Stutzman,2015,1.914,1.722,2.125
Marlin Stutzman,2016,1.977,1.782,2.179
Richard B. 'Rich' Nugent,2010,1.428,1.291,1.566
Richard B. 'Rich' Nugent,2011,1.479,1.347,1.619
Richard B. 'Rich' Nugent,2012,1.445,1.341,1.55
Richard B. 'Rich' Nugent,2013,1.524,1.377,1.671
Richard B. 'Rich' Nugent,2014,1.581,1.458,1.711
Richard B. 'Rich' Nugent,2015,1.537,1.376,1.698
Richard B. 'Rich' Nugent,2016,1.456,1.301,1.607
Val Demings,2012,-1.628,-1.773,-1.486
Val Demings,2013,-1.627,-1.839,-1.42
Val Demings,2014,-1.624,-1.856,-1.391
Val Demings,2015,-1.619,-1.846,-1.391
Val Demings,2016,-1.619,-1.8,-1.439
Val Demings,2017,-1.808,-2.047,-1.564
Val Demings,2018,-1.981,-2.155,-1.813
Val Demings,2019,-2.027,-2.2,-1.853
Val Demings,2020,-2.065,-2.212,-1.916
Val Demings,2021,-2.164,-2.315,-1.999
Val Demings,2022,-2.312,-2.351,-2.271
Daniel Webster,2010,1.811,1.663,1.975
Daniel Webster,2011,1.641,1.471,1.81
Daniel Webster,2012,1.542,1.427,1.663
Daniel Webster,2013,1.451,1.283,1.614
Daniel Webster,2014,1.395,1.258,1.526
Daniel Webster,2015,1.411,1.257,1.566
Daniel Webster,2016,1.38,1.267,1.493
Daniel Webster,2017,1.407,1.262,1.554
Daniel Webster,2018,1.418,1.278,1.559
Daniel Webster,2019,1.573,1.366,1.778
Daniel Webster,2020,1.723,1.582,1.864
Daniel Webster,2021,1.703,1.556,1.845
Daniel Webster,2022,1.652,1.503,1.806
Daniel Webster,2023,1.624,1.454,1.788
Daniel Webster,2024,1.735,1.587,1.889
Virginia 'Ginny' Brown-Waite,2010,1.416,1.289,1.543
Virginia 'Ginny' Brown-Waite,2011,1.345,1.147,1.534
Virginia 'Ginny' Brown-Waite,2012,1.269,1.099,1.435
Michael McCaul,2010,1.486,1.328,1.647
Michael McCaul,2011,1.466,1.294,1.622
Michael McCaul,2012,1.585,1.462,1.711
Michael McCaul,2013,1.489,1.309,1.663
Michael McCaul,2014,1.45,1.3,1.596
Michael McCaul,2015,1.474,1.296,1.646
Michael McCaul,2016,1.535,1.375,1.7
Michael McCaul,2017,1.645,1.462,1.84
Michael McCaul,2018,1.702,1.541,1.861
Michael McCaul,2019,1.78,1.597,1.966
Michael McCaul,2020,1.881,1.714,2.063
Michael McCaul,2021,1.806,1.612,2.025
Michael McCaul,2022,1.609,1.42,1.794
Michael McCaul,2023,1.499,1.276,1.713
Michael McCaul,2024,1.503,1.294,1.71
Debbie Wasserman Schultz,2010,-2.686,-2.853,-2.527
Debbie Wasserman Schultz,2011,-2.722,-2.893,-2.552
Debbie Wasserman Schultz,2012,-2.752,-2.894,-2.615
Debbie Wasserman Schultz,2013,-2.653,-2.834,-2.456
Debbie Wasserman Schultz,2014,-2.629,-2.802,-2.453
Debbie Wasserman Schultz,2015,-2.548,-2.733,-2.353
Debbie Wasserman Schultz,2016,-2.488,-2.638,-2.336
Debbie Wasserman Schultz,2017,-2.422,-2.603,-2.241
Debbie Wasserman Schultz,2018,-2.4,-2.565,-2.238
Debbie Wasserman Schultz,2019,-2.425,-2.604,-2.257
Debbie Wasserman Schultz,2020,-2.355,-2.502,-2.204
Debbie Wasserman Schultz,2021,-2.34,-2.502,-2.175
Debbie Wasserman Schultz,2022,-2.342,-2.501,-2.188
Debbie Wasserman Schultz,2023,-2.325,-2.504,-2.146
Debbie Wasserman Schultz,2024,-2.315,-2.498,-2.134
Alcee L. Hastings,2010,-2.298,-2.514,-2.089
Alcee L. Hastings,2011,-2.309,-2.503,-2.112
Alcee L. Hastings,2012,-2.355,-2.513,-2.198
Alcee L. Hastings,2013,-2.301,-2.481,-2.115
Alcee L. Hastings,2014,-2.274,-2.445,-2.103
Alcee L. Hastings,2015,-2.211,-2.397,-2.023
Alcee L. Hastings,2016,-2.136,-2.3,-1.971
Alcee L. Hastings,2017,-2.108,-2.295,-1.925
Alcee L. Hastings,2018,-2.093,-2.268,-1.92
Alcee L. Hastings,2019,-2.015,-2.217,-1.801
Alcee L. Hastings,2020,-1.953,-2.168,-1.732
Lynn C. Woolsey,2010,-3.398,-3.599,-3.203
Lynn C. Woolsey,2011,-3.292,-3.49,-3.096
Lynn C. Woolsey,2012,-3.271,-3.449,-3.097
Louis J. Barletta,2010,1.502,1.354,1.653
Louis J. Barletta,2011,1.564,1.419,1.708
Louis J. Barletta,2012,1.557,1.44,1.672
Louis J. Barletta,2013,1.52,1.361,1.673
Louis J. Barletta,2014,1.506,1.364,1.647
Louis J. Barletta,2015,1.517,1.343,1.686
Louis J. Barletta,2016,1.591,1.437,1.739
Louis J. Barletta,2017,1.704,1.555,1.858
Louis J. Barletta,2018,1.702,1.645,1.759
Matt Cartwright,2012,-1.61,-1.801,-1.405
Matt Cartwright,2013,-1.72,-1.91,-1.534
Matt Cartwright,2014,-1.748,-1.917,-1.581
Matt Cartwright,2015,-1.682,-1.893,-1.482
Matt Cartwright,2016,-1.503,-1.674,-1.32
Matt Cartwright,2017,-1.519,-1.714,-1.297
Matt Cartwright,2018,-1.725,-1.878,-1.575
Matt Cartwright,2019,-1.868,-2.049,-1.69
Matt Cartwright,2020,-1.979,-2.123,-1.834
Matt Cartwright,2021,-2.052,-2.212,-1.902
Matt Cartwright,2022,-2.032,-2.16,-1.908
Matt Cartwright,2023,-1.977,-2.125,-1.828
Matt Cartwright,2024,-1.917,-2.055,-1.777
Paul Kanjorski,2010,-1.849,-2.022,-1.674
Paul Kanjorski,2011,-1.773,-2.007,-1.537
Paul Kanjorski,2012,-1.698,-1.923,-1.472
Mac Thornberry,2010,1.649,1.473,1.824
Mac Thornberry,2011,1.684,1.51,1.859
Mac Thornberry,2012,1.741,1.6,1.893
Mac Thornberry,2013,1.693,1.51,1.876
Mac Thornberry,2014,1.592,1.421,1.76
Mac Thornberry,2015,1.61,1.418,1.802
Mac Thornberry,2016,1.613,1.44,1.786
Mac Thornberry,2017,1.617,1.423,1.818
Mac Thornberry,2018,1.65,1.467,1.831
Mac Thornberry,2019,1.659,1.454,1.87
Mac Thornberry,2020,1.583,1.361,1.806
Mike Pompeo,2010,1.591,1.429,1.75
Mike Pompeo,2011,1.642,1.486,1.803
Mike Pompeo,2012,1.635,1.507,1.766
Mike Pompeo,2013,1.662,1.486,1.831
Mike Pompeo,2014,1.803,1.64,1.971
Mike Pompeo,2015,1.832,1.643,2.028
Mike Pompeo,2016,1.872,1.681,2.065
Todd Tiahrt,2010,1.714,1.529,1.9
Todd Tiahrt,2011,1.72,1.497,1.951
Todd Tiahrt,2012,1.726,1.495,1.969
Ed Royce,2010,1.598,1.405,1.79
Ed Royce,2011,1.554,1.371,1.746
Ed Royce,2012,1.529,1.393,1.666
Ed Royce,2013,1.467,1.295,1.64
Ed Royce,2014,1.396,1.248,1.543
Ed Royce,2015,1.393,1.217,1.568
Ed Royce,2016,1.388,1.21,1.561
Ed Royce,2017,1.528,1.322,1.753
Ed Royce,2018,1.615,1.424,1.817
Jay Chen,2012,-1.879,-2.112,-1.639
Jay Chen,2013,-1.908,-2.216,-1.605
Jay Chen,2014,-1.937,-2.287,-1.592
Jay Chen,2015,-1.964,-2.343,-1.586
Jay Chen,2016,-1.992,-2.393,-1.583
Jay Chen,2017,-2.018,-2.435,-1.602
Jay Chen,2018,-2.047,-2.459,-1.626
Jay Chen,2019,-2.074,-2.491,-1.657
Jay Chen,2020,-2.105,-2.518,-1.705
Jay Chen,2021,-2.135,-2.517,-1.778
Jay Chen,2022,-2.162,-2.503,-1.846
John Boehner,2010,1.665,1.51,1.826
John Boehner,2011,1.598,1.438,1.769
John Boehner,2012,1.484,1.363,1.606
John Boehner,2013,1.416,1.255,1.573
John Boehner,2014,1.395,1.23,1.552
Spencer Bachus,2010,1.469,1.313,1.632
Spencer Bachus,2011,1.484,1.323,1.65
Spencer Bachus,2012,1.48,1.35,1.609
Spencer Bachus,2013,1.513,1.35,1.678
Spencer Bachus,2014,1.497,1.342,1.654
Janice Hahn,2011,-2.076,-2.322,-1.821
Janice Hahn,2012,-2.121,-2.295,-1.945
Janice Hahn,2013,-2.082,-2.291,-1.867
Janice Hahn,2014,-2.056,-2.284,-1.835
Janice Hahn,2015,-2.013,-2.28,-1.741
Janice Hahn,2016,-1.972,-2.259,-1.677
Jane Harman,2010,-1.915,-2.124,-1.715
Jane Harman,2011,-1.942,-2.189,-1.703
Jane Harman,2012,-1.967,-2.226,-1.722
Barbara Lee,2010,-3.746,-3.948,-3.54
Barbara Lee,2011,-3.701,-3.895,-3.513
Barbara Lee,2012,-3.671,-3.836,-3.51
Barbara Lee,2013,-3.559,-3.754,-3.362
Barbara Lee,2014,-3.46,-3.63,-3.292
Barbara Lee,2015,-3.408,-3.598,-3.211
Barbara Lee,2016,-3.357,-3.538,-3.173
Barbara Lee,2017,-3.319,-3.507,-3.125
Barbara Lee,2018,-3.334,-3.511,-3.15
Barbara Lee,2019,-3.348,-3.546,-3.158
Barbara Lee,2020,-3.385,-3.572,-3.206
Barbara Lee,2021,-3.375,-3.561,-3.187
Barbara Lee,2022,-3.381,-3.562,-3.202
Barbara Lee,2023,-3.295,-3.502,-3.081
Barbara Lee,2024,-3.32,-3.546,-3.098
Jason Chaffetz,2010,2.112,1.951,2.274
Jason Chaffetz,2011,2.141,1.992,2.296
Jason Chaffetz,2012,2.132,2.015,2.255
Jason Chaffetz,2013,2.144,1.987,2.311
Jason Chaffetz,2014,2.069,1.919,2.22
Jason Chaffetz,2015,2.049,1.869,2.229
Jason Chaffetz,2016,2.054,1.866,2.241
Michael Burgess,2010,1.703,1.538,1.871
Michael Burgess,2011,1.704,1.54,1.868
Michael Burgess,2012,1.704,1.571,1.836
Michael Burgess,2013,1.634,1.469,1.789
Michael Burgess,2014,1.642,1.499,1.783
Michael Burgess,2015,1.665,1.495,1.832
Michael Burgess,2016,1.685,1.523,1.84
Michael Burgess,2017,1.764,1.562,1.961
Michael Burgess,2018,1.859,1.709,2.008
Michael Burgess,2019,1.867,1.689,2.043
Michael Burgess,2020,1.955,1.802,2.106
Michael Burgess,2021,1.979,1.813,2.148
Michael Burgess,2022,1.956,1.806,2.104
Michael Burgess,2023,1.891,1.704,2.074
Michael Burgess,2024,1.825,1.633,2.015
Stave Chabot,2010,1.812,1.635,1.989
Stave Chabot,2011,1.788,1.626,1.957
Stave Chabot,2012,1.751,1.629,1.875
Stave Chabot,2013,1.721,1.566,1.874
Stave Chabot,2014,1.769,1.639,1.905
Stave Chabot,2015,1.838,1.674,2.012
Stave Chabot,2016,1.85,1.696,2.005
Stave Chabot,2017,1.887,1.717,2.061
Stave Chabot,2018,1.944,1.798,2.088
Stave Chabot,2019,1.962,1.786,2.132
Stave Chabot,2020,1.965,1.803,2.127
Stave Chabot,2021,2.021,1.838,2.218
Stave Chabot,2022,2.048,1.861,2.239
Steven Driehaus,2010,-1.955,-2.14,-1.773
Steven Driehaus,2011,-1.986,-2.225,-1.758
Steven Driehaus,2012,-2.017,-2.27,-1.779
George Miller,2010,-2.645,-2.84,-2.459
George Miller,2011,-2.61,-2.799,-2.429
George Miller,2012,-2.575,-2.709,-2.444
George Miller,2013,-2.577,-2.752,-2.401
George Miller,2014,-2.573,-2.757,-2.391
Mike Thompson,2010,-1.802,-1.978,-1.629
Mike Thompson,2011,-1.771,-1.944,-1.601
Mike Thompson,2012,-1.727,-1.848,-1.604
Mike Thompson,2013,-1.866,-2.041,-1.707
Mike Thompson,2014,-1.857,-1.983,-1.731
Mike Thompson,2015,-1.893,-2.066,-1.725
Mike Thompson,2016,-1.913,-2.067,-1.768
Mike Thompson,2017,-1.927,-2.101,-1.76
